feature,shap_importance
총세대수,4.224245130609232
면적51_59,1.9519998708562205
면적38_46,1.6614810234541075
면적26_38,1.510973512718272
면적46_51,1.3228464268449824
면적74_85,0.9385432328171168
총면적,0.6238072214966136
면적17_26,0.5750677520078967
면적59_74,0.41967195080525993
임대료,0.1509258299750918
건물형태,0.12088885993695618
준공연도,0.08486404149987396
임대보증금,0.07139947972111799
면적85_127,0.06122294930090353
난방방식,0.05273482452507059
면적127_139,0.035614613568178494
승강기설치여부,0.023209727647464987
