feature,mean_importance
임대료,-0.003881759233899007
면적38_46,-6.746286052649597e-05
면적85_127,0.0
면적74_85_sum_총면적,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
총면적_diff_면적59_74,0.0
면적17_26,0.0
승강기설치여부,0.0
면적26_38,2.9607349352933632e-05
면적46_51,0.002171102380254858
면적51_59,0.00266461395244722
면적59_74,0.003526869279465861
면적85_127_sum_총면적,0.005147126676029434
총세대수,0.008414062350978408
난방방식,0.008726463697814112
총면적_sum_총세대수,0.009019127696091195
준공연도,0.010358221748971098
임대보증금,0.011839722930975844
건물형태,0.012198475336397502
면적74_85,0.016054526003310747
면적46_51_sum_총면적,0.04547321096173659
면적38_46_sum_총면적,0.06677218322535727
총면적,0.1434149581956892
임대보증금_multiply_총세대수,0.1861143461926341
