feature,mean_importance
면적59_74,-0.0039382575943343046
면적38_46,-0.0026625077541755303
승강기설치여부,0.0
면적17_26,0.0
준공연도,0.0025074004720833766
난방방식,0.013372110616174326
임대료,0.029050732209060005
총세대수,0.06690771910486114
임대보증금,0.09568095376185697
면적74_85,0.11527570517086601
총면적,0.6749079482609932
