feature,mean_importance
면적74_85,-0.005075768940170722
총세대수,-0.00012344124627716724
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적85_127_sum_총면적,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
면적59_74,0.0
면적46_51,0.0
면적85_127,0.0
면적26_38,0.0
면적17_26,0.0
승강기설치여부,0.0
면적38_46,0.0
임대료,4.7179694226862076e-05
난방방식,0.0002207250276256456
면적51_59,0.00023794468730204966
총면적_diff_면적59_74,0.00026436638242240964
임대보증금,0.00265489880459695
면적74_85_sum_총면적,0.007013931234046133
준공연도,0.011313147830855108
총면적_sum_총세대수,0.012212765195934639
면적46_51_sum_총면적,0.015954447429323525
면적38_46_sum_총면적,0.02261473171358148
건물형태,0.029112040417397077
총면적,0.10101061742662983
임대보증금_multiply_총세대수,0.1649375470472411
