feature,mean_importance
건물형태,-0.005144387745061874
난방방식,5.551115123125783e-18
면적26_38,5.551115123125783e-18
면적46_51,1.1102230246251566e-17
면적127_139,1.6653345369377347e-17
승강기설치여부,1.6653345369377347e-17
면적85_127,2.2204460492503132e-17
면적38_46,2.7755575615628914e-17
임대료,0.001301184231062108
면적51_59,0.0018635231194019442
면적59_74,0.0020600676339816936
면적17_26,0.004908440672339032
면적74_85,0.006652375797283644
준공연도,0.017558500401662635
총세대수,0.02041163208563005
임대보증금,0.037819044821092176
총면적,0.6971761174408522
