feature,mean_importance
면적59_74,-0.007932053590864203
면적38_46,-0.002492597866176538
총면적_diff_면적127_139,0.0
면적59_74_sum_총면적,0.0
면적74_85_sum_총면적,0.0
승강기설치여부,0.0
준공연도_diff_총면적,0.0
면적17_26,0.0
면적85_127_sum_총면적,0.0
준공연도_ratio_총면적,0.0001535445683005121
임대료,0.0020069387588614374
면적17_26_sum_총면적,0.0025697269233016518
준공연도,0.009965788283957455
임대보증금,0.013233669675444638
총세대수,0.01559263269049151
난방방식,0.02030958484932769
총면적_diff_면적51_59,0.03399104106718494
임대보증금_multiply_총면적,0.046284163418742266
면적74_85,0.0713765577845711
총면적,0.18846229899845623
임대보증금_multiply_총세대수,0.20943838751078186
