feature,mean_importance
면적38_46,-0.0059160352493713205
면적46_51,-0.0036566562421552207
면적51_59,-0.0034028547155423583
면적85_127,1.1102230246251566e-17
승강기설치여부,3.3306690738754695e-17
면적127_139,3.3306690738754695e-17
면적26_38,3.3306690738754695e-17
면적17_26,0.0011140044733042088
면적59_74,0.0019901016963567606
준공연도,0.009540585714755856
난방방식,0.01299080231335088
건물형태,0.013997300183455463
면적74_85,0.019268683468455606
임대보증금,0.04086253126400159
총세대수,0.042396104123020084
임대료,0.05273001568751954
총면적,0.7435608691345637
