feature,mean_importance
면적38_46,-0.0004715041219633731
승강기설치여부,-0.0004006295428093776
임대료,-0.00012520796986221773
면적26_38,-2.2204460492503132e-17
면적127_139,-1.1102230246251566e-17
면적46_51,5.551115123125783e-18
면적85_127,5.551115123125783e-18
면적17_26,1.8676504327314047e-05
면적51_59,0.0002211167632575173
난방방식,0.002403984534062453
면적59_74,0.004188958793208547
건물형태,0.006109451841491154
임대보증금,0.010408106215275287
면적74_85,0.021764626532617525
준공연도,0.0326341175520856
총세대수,0.0792175980051724
총면적,0.592814181601427
