feature,mean_importance
면적46_51,-0.015370675668246746
임대료,-0.0016249170324582063
면적127_139,0.0
면적85_127,0.0
승강기설치여부,0.0
면적17_26,0.0
면적26_38,0.0007635568946691262
면적38_46,0.0009627862610490645
면적51_59,0.013829146958803672
준공연도,0.013959306103617296
건물형태,0.015860319491828367
난방방식,0.02736894424386268
면적59_74,0.046733027020189125
총세대수,0.052099622633143126
임대보증금,0.067898537850441
면적74_85,0.08061389032273228
총면적,0.9877943003018238
