feature,mean_importance
건물형태,-0.01706380890523273
총세대수,-0.0012463241450598682
면적127_139,0.0
면적85_127,0.0
승강기설치여부,0.0
면적17_26,0.0
면적26_38,0.0008154266932012766
면적46_51,0.0011290466758197282
임대료,0.001829527291561478
면적38_46,0.0029719871876158267
면적51_59,0.005003492996475778
난방방식,0.005208933837849705
면적59_74,0.006140924775506684
면적74_85,0.020197599720402953
임대보증금,0.0238616562348468
준공연도,0.07133912710766094
총면적,0.7404484917999505
