feature,mean_importance
면적38_46,-0.002198055802564858
승강기설치여부,-2.7755575615628914e-17
면적26_38,-2.7755575615628914e-17
면적46_51,-2.7755575615628914e-17
난방방식,-2.2204460492503132e-17
면적85_127,-2.2204460492503132e-17
면적17_26,-2.2204460492503132e-17
면적127_139,-1.6653345369377347e-17
건물형태,-1.1102230246251566e-17
면적51_59,0.00027802011505503323
임대료,0.008815135492221949
임대보증금,0.010013381095250878
면적59_74,0.010387745967001389
준공연도,0.011567570637022462
면적74_85,0.0133030142882128
총세대수,0.03862829097864281
총면적,0.755697876236664
