feature,mean_importance
면적38_46,-0.00035139915673334523
면적127_139,4.098766007559762e-06
면적85_127,4.099418594916138e-06
면적26_38,8.623385187819243e-05
승강기설치여부,0.00012186340938292739
면적46_51,0.0001804100378635931
면적51_59,0.001183063022625841
건물형태,0.0013565540272209742
난방방식,0.0015650625422309271
면적17_26,0.002152979805920008
면적74_85,0.0070727797388784545
면적59_74,0.009084601466679632
임대료,0.011056990717534004
준공연도,0.015295931372882604
임대보증금,0.03670502653847611
총세대수,0.06752260509024596
총면적,0.6799531301954713
