feature,mean_importance
면적85_127_sum_총면적,-0.001740457760316172
면적51_59,-0.0015592166171081502
면적26_38,-0.0005453511339379991
면적85_127,0.0
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
면적46_51,0.0
총면적_diff_면적59_74,0.0
면적17_26,0.0
승강기설치여부,0.0
면적38_46,5.980029094891926e-05
총세대수,0.00015407376448189347
면적59_74,0.0004414558500962229
임대료,0.0008520122843073741
난방방식,0.0009597602184927223
면적74_85,0.0014816830169267713
면적74_85_sum_총면적,0.002291706300880847
준공연도,0.011395057014803594
임대보증금,0.015097666940272087
총면적_sum_총세대수,0.017377472715471614
면적38_46_sum_총면적,0.017925279505817675
면적46_51_sum_총면적,0.018562695298436217
건물형태,0.02234497820280907
총면적,0.07901569441566086
임대보증금_multiply_총세대수,0.2169895473312989
