feature,mean_importance
면적26_38,-0.00024274875170917086
승강기설치여부,-4.194575831957259e-05
면적85_127,-5.551115123125783e-18
면적127_139,0.00019131108712325262
면적46_51,0.0002061217367751278
면적17_26,0.00042298825993081766
면적38_46,0.0012447105434218008
건물형태,0.0014026284409678236
면적51_59,0.002062357204522769
난방방식,0.0024862453649149075
면적59_74,0.006846446117777322
임대료,0.007865950630820628
준공연도,0.007952581962462735
임대보증금,0.028360727778869506
면적74_85,0.060795616593883384
총세대수,0.099232217384849
총면적,0.6102311039924252
