feature,shap_importance
임대보증금_multiply_총세대수,0.4029339189238866
총면적,0.3673918745397398
건물형태,0.06431012513104943
준공연도,0.059613957985816646
면적46_51_sum_총면적,0.0324192334700651
임대보증금,0.025156835544709415
