feature,mean_importance
면적38_46,-5.551115123125783e-17
승강기설치여부,-5.551115123125783e-17
면적51_59,-5.551115123125783e-17
면적127_139,-4.4408920985006264e-17
건물형태,-4.4408920985006264e-17
면적17_26,-4.4408920985006264e-17
면적46_51,-4.4408920985006264e-17
면적85_127,-3.3306690738754695e-17
면적26_38,-2.2204460492503132e-17
면적59_74,0.00043577057775170405
임대료,0.004054312487896894
준공연도,0.008790573316040157
면적74_85,0.010038310723192062
난방방식,0.014815595597074033
임대보증금,0.03565181081334043
총세대수,0.04123420427880316
총면적,0.5589293595374144
