feature,mean_importance
준공연도,-0.006138523557044917
건물형태,-0.002887551108964448
임대료,-0.0013403546620584183
면적26_38,-4.4408920985006264e-17
면적127_139,-2.2204460492503132e-17
승강기설치여부,-2.2204460492503132e-17
면적85_127,-2.2204460492503132e-17
면적51_59,-2.2204460492503132e-17
면적46_51,-2.2204460492503132e-17
면적38_46,-1.1102230246251566e-17
면적17_26,-1.1102230246251566e-17
면적59_74,0.0026841410184748173
임대보증금,0.004028419901192492
난방방식,0.004605029783602577
면적74_85,0.022805137848925204
총세대수,0.1697185710542798
총면적,0.5621464225781038
