feature,mean_importance
준공연도,-0.0010613342122427038
임대보증금,-0.0010344513860823024
총면적_diff_면적127_139,0.0
면적59_74_sum_총면적,0.0
승강기설치여부,0.0
면적17_26,0.0
면적85_127_sum_총면적,0.0
면적38_46,0.0006975209874955258
총면적_diff_면적51_59,0.0007144658880690047
면적74_85_sum_총면적,0.002090323983128062
준공연도_diff_총면적,0.0021992786141831868
임대료,0.002740706323851161
준공연도_ratio_총면적,0.0048319046242736976
난방방식,0.0056419075469492765
면적59_74,0.005687868523701856
총세대수,0.006793271703947235
면적74_85,0.0447306199121851
임대보증금_multiply_총면적,0.059737163123737856
면적17_26_sum_총면적,0.06790323345109427
총면적,0.13371324130532858
임대보증금_multiply_총세대수,0.218060387904694
