feature,mean_importance
임대료,-0.0009415925824315885
면적26_38,-0.00014943886026846375
면적46_51,-2.868939891089717e-05
면적85_127,0.0
총면적_diff_면적127_139,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
총면적_diff_면적59_74,0.0
승강기설치여부,0.0
면적17_26,0.0
총면적_diff_면적85_127,0.00018243410547219007
면적38_46,0.0005337475422540983
총면적_sum_총세대수,0.0010256814279026249
면적51_59,0.002934507471543446
면적59_74,0.005221077949702368
면적74_85_sum_총면적,0.005530305053918416
준공연도,0.00625445119464626
난방방식,0.008302155521186455
건물형태,0.0097820668462622
총세대수,0.01053858100697041
면적74_85,0.019986998378373737
임대보증금,0.021550074023737587
면적85_127_sum_총면적,0.023072979199638872
면적46_51_sum_총면적,0.0701890190909695
총면적,0.08087319695527068
면적38_46_sum_총면적,0.10514392860971142
임대보증금_multiply_총세대수,0.1582360579611271
