feature,mean_importance
면적74_85,-0.003501779628379409
총세대수,-0.0029940029688598213
총면적_diff_면적85_127,0.0
총면적_diff_면적127_139,0.0
면적85_127_sum_총면적,0.0
면적127_139,0.0
면적59_74_sum_총면적,0.0
면적59_74,0.0
면적46_51,0.0
면적85_127,0.0
총면적_diff_면적59_74,0.0
면적17_26,0.0
난방방식,0.0
승강기설치여부,0.0
면적38_46,0.0
면적26_38,0.00035339989175492414
면적51_59,0.0013818478973681714
임대료,0.0025600128796333665
면적74_85_sum_총면적,0.005704007187566573
임대보증금,0.009130979793081362
총면적_sum_총세대수,0.015171744771919604
준공연도,0.01572246433823954
건물형태,0.028238579934156773
면적46_51_sum_총면적,0.03177395988028795
총면적,0.059693383791223034
면적38_46_sum_총면적,0.06352810519673892
임대보증금_multiply_총세대수,0.11169523061912101
